Title,Artist,Year
Come As You Are,Nirvana,1991
Come Away With Me,Norah Jones,2001
Come Dancing,Jeff Beck,1976
Come Dancing,The Kinks,1983
Come Down In Time,Elton John,1970
Come Get To This,Marvin Gaye,1973
Come Go With Me,The Staple Singers,1973
Come Home,Back Door Slam,2007
Come On Eileen,Dexy's Midnight Runners,1984
Come On!  Feel The Illinoise!,Sufjan Stevens,2005
Come On Let's Go,Los Lobos,1983
Come Running,Van Morrison,1970
Come See About Me,Tedeschi Trucks Band,2011
Come See About Me,The Supremes,1964
Come Together,Primal Scream,1990
Come Together,The Beatles,1969
Comes A Time,Neil Young,1978
Comfortably Numb,Dar Williams,2005
Comfortably Numb,Pink Floyd,1979
Comin' Apart At Every Nail,Neil Young,1980
Coming Home,Leon Bridges,2015
Common People,Pulp,1995
Commotion,Creedence Clearwater Revival,1969
Communication Breakdown,Led Zeppelin,1969
Compared To What,Les McCann & Eddie Harris,1969
Compound Fracture,My Morning Jacket,2015
Computer Love,Kraftwerk,1981
Concrete Sky,Beth Orton,2002
Congo Square,John Mayall,1990
Congo Square,Sonny Landreth,1985
Congratulations,Paul Simon,1972
Conquistador,Procol Harum,1967
Consider Me Gone,Sting,1985
Constructive Summer,The Hold Steady,2008
Contact,Citizen Cope,2002
Controversy,Prince,1981
Conversation,Joni Mitchell,1970
Cool Jerk,The Capitols,1966
Cool Places,Sparks & Jane Wiedlin,1983
Copperhead Road,Steve Earle,1988
Cornflake Girl,Tori Amos,1994
Cortez The Killer,Neil Young,1975
Cosmik Debris,Frank Zappa,1974
Could It Be I'm Falling In Love,The Spinners,1991
Could You Be Loved,Bob Marley & The Wailers,1980
Couldn't Get It Right,Climax Blues Band,1976
Couldn't I Just Tell You,Todd Rundgren,1972
Couldn't Stand The Weather,Stevie Ray Vaughan,1984
Could've Been Anyone,Aimee Mann,1993
Countdown,Lindsey Buckingham,1992
Country Comfort,Elton John,1970
Country Girl,Crosby Stills Nash & Young,1970
Country Honk,The Rolling Stones,1969
Court & Spark,Joni Mitchell,1974
Cousin Dupree,Steely Dan,2000
Cousins,Vampire Weekend,2009
Cover Me,Bruce Springsteen,1984
Cowboys To Girls,The Intruders,1968
Cowgirl In The Sand,Neil Young,1969
Coyote,Joni Mitchell,1976
Crackerbox Palace,George Harrison,1976
Cracking Up,Nick Lowe,1979
Cranes In The Sky,Solange,2016
Crash,The Primitives,1986
Crash Into Me,Dave Matthews Band,1996
Crashing By Design,Pete Townshend,1985
Crawl Back Under My Stone,Richard Thompson,1999
Crazy,Gnarls Barkley,2006
Crazy,Patsy Cline,1961
Crazy,Seal,1990
Crazy Baldhead,Bob Marley & The Wailers,1976
Crazy Love,The Allman Brothers,1979
Crazy Love,Van Morrison,1970
Crazy Mama,The Rolling Stones,1976
Creatures Of Love,Talking Heads,1985
Creep,Radiohead,1992
Creep,TLC,1995
Creepin' In,Norah Jones,2004
Crime Of The Century,Supertramp,1974
Criminal,Fiona Apple,1996
Crimson & Clover,Joan Jett And The Blackhearts,1981
Crimson & Clover,Tommy James & The Shondells,1968
Crippled Inside,John Lennon,1971
Crosseyed And Painless,Talking Heads,1980
Crosseyed Cat,Muddy Waters,1977
Cross-eyed Mary,Jethro Tull,1971
Crossfire,Stevie Ray Vaughan,1989
Crossroads,Cream,1969
Crosstown Traffic,Jimi Hendrix,1968
Crown Of Creation,Jefferson Airplane,1968
Crucify,Tori Amos,1992
Cruel Summer,Bananarama,1983
Cruel To Be Kind,Nick Lowe,1978
Crush,Dave Matthews Band,1998
Cry,Godley & Creme,1985
Cry Baby,Garnet Mimms,1990
Cry Baby,Janis Joplin,1971
Cry Baby Cry,The Beatles,1968
Cry Like A Baby,The Box Tops,1968
Cry Love,John Hiatt,1995
Cry Me A River,Joe Cocker,1970
Cry Tough,Nils Lofgren,1976
"Cry, Cry, Cry",Johnny Cash,1986
Crying,TV On The Radio,2008
Crystal Blue Persuasion,Tommy James & The Shondells,1968
Cult Of Personality,Living Colour,1988
Cumberland Blues,Grateful Dead,1970
Custard Pie,Led Zeppelin,1975
Cut Across Shorty,Rod Stewart,1970
Cut My Hair,The Who,1973
Cut The Cake,Average White Band,1975
Cut Your Hair,Pavement,1994
Cynical Girl,Marshall Crenshaw,1982
D.I.Y.,Peter Gabriel,1978
Da Da Da,Trio,1982
Daft Punk Is Playing In My House,LCD Soundsystem,2005
Damaged Goods,Gang Of Four,1978
Damn Right I've Got The Blues,Buddy Guy,1991
Dance (pt.1),The Rolling Stones,1980
Dance Away,Roxy Music,1979
Dance Hall Days,Wang Chung,1982
Dance Little Sister,The Rolling Stones,1974
Dance Naked,John Mellencamp,1994
Dance Sister Dance,Santana,1976
Dance The Night Away,The Mavericks,1998
Dance To The Music,Sly & The Family Stone,1968
Dance With Me,Old 97's,2008
Dancin' Fool,Frank Zappa,1978
Dancin' In The Streets,Grateful Dead,1977
Dancing Barefoot,Patti Smith,1979
Dancing Days,Led Zeppelin,1973
Dancing In The Dark,Bruce Springsteen,1984
Dancing In The Moonlight,King Harvest,1972
Dancing In The Moonlight,Thin Lizzy,1977
Dancing In The Streets,Martha & The Vandellas,1997
Dancing Queen,Abba,1978
Dancing With Mr. D,The Rolling Stones,1973
Dancing With Myself,Generation X,1981
Dandelion,The Rolling Stones,1967
Danger Man,David Bromberg,1974
Dani California,Red Hot Chili Peppers,2006
Daniel,Elton John,1972
Danny's All-star Joint,Rickie Lee Jones,1979
Dark Horse,George Harrison,1974
Dark Necessities,Red Hot Chili Peppers,2016
Dark Star,Crosby Stills & Nash,1977
Dark Star,Polica,2012
Darkness Darkness,The Youngbloods,1969
Darkness On The Edge Of Town,Bruce Springsteen,1986
Darlin',The Beach Boys,1967
Darlington County,Bruce Springsteen,1984
Dashboard,Modest Mouse,2007
Daughter,Pearl Jam,1993
Daughters,John Mayer,200
Dawned On Me,Wilco,2011
Day After Day,Badfinger,1971
Day Of The Eagle,Robin Trower,1974
Day Or Night,Little Feat,1975
Day Tripper,Otis Redding,1966
Day Tripper,The Beatles,1965
Daylight Fading,Counting Crows,1996
Days Like This,Van Morrison,1995
Dazed And Confused,Led Zeppelin,1969
Deacon Blues,Steely Dan,1977
Dead Flowers,The Rolling Stones,1971
Dead Fox,Courtney Barnett,2015
Dead Man's Curve,Jan & Dean,1963
Dead Skunk,Loudon Wainwright III,1972
Deal,Jerry Garcia,1972
Dear Eloise,The Hollies,1967
Dear God,XTC,1986
Dear God (Sincerely M.O.F.),Monsters of Folk,2009
Dear Mr. Fantasy,Traffic,1967
Dear Prudence,Siouxsie & The Banshees,1983
Dear Prudence,The Beatles,1968
Dearly Departed,Shakey Graves,2014
Death or Glory,The Clash,1979
Debonair,The Afghan Whigs,1993
Dedicated Follower Of Fashion,The Kinks,1966
Dedicated To The One I Love,The Mamas & The Papas,1970
Deeper Shade Of Soul,Urban Dance Squad,1989
Default,Django Django,2012
Deja Vu,Crosby Stills Nash & Young,1970
Delerium,Euphoria,2001
Delirious,Prince,1982
Delta Lady,Leon Russell,1970
Desert Rose,Sting,1999
Desolation Row,Bob Dylan,1965
Desafinado,Stan Getz & Joao Gilberto,1964
Desperados Under The Eaves,Warren Zevon,1976
Destination,Nickel Creek,2014
Destiny,Zero 7,2001
Destroyer,The Kinks,1981
Detroit Breakdown,The J. Geils Band,1974
Devil With A Blue Dress On/Good Golly Miss Molly,Mitch Ryder & The Detroit Wheels,1966
Devil's Haircut,Beck,1996
Diablo Rojo,Rodrigo Y Gabriela,2006
Diamond Dogs,David Bowie,1974
Diamonds And Rust,Joan Baez,1975
Diamonds On The Inside,Ben Harper,2003
Diamonds On The Soles Of Her Shoes,Paul Simon,1986
Diane Young,Vampire Weekend,2013
Did Ye Get Healed?,Van Morrison,1987
Diddley Daddy,"Howlin' Wolf, Muddy Waters & Bo Diddley",1967
Didn't I (Blow Your Mind This Time),The Delfonics,1970
Different Light,Steve Winwood,2003
Dig A Pony,The Beatles,1970
Dig In,Lenny Kravitz,2001
Digital Witness,St. Vincent,2014
Dinah Flo,Boz Scaggs,1972
Dirty Blvd.,Lou Reed,1989
Dirty Love,Frank Zappa,1992
Dirty Money,Antibalas,2012
Dirty Water,The Inmates,1979
Dirty Water,The Standells,1966
Dirty Work,Steely Dan,1972
Discipline,King Crimson,1981
Disney Girls (1957),The Beach Boys,1971
Divide And Conquer,Jim Lauderdale,1994
Divine Hammer,The Breeders,1993
Divine Intervention,Matthew Sweet,1991
Divine Thing,Soup Dragons,1992
D-I-V-O-R-C-E,Tammy Wynette,1968
Dixie Chicken,Little Feat,1973
Dixie Flyer,Randy Newman,1988
Dizz Knee Land,Dada,1992
Do Anything You Wanna Do,Eddie & The Hot Rods,1976
Do I Wanna Know,Arctic Monkeys,2013
Do It Again,Steely Dan,1972
Do It Again,The Beach Boys,1968
Do It Again,The Kinks,1984
Do The Do,Howlin' Wolf,1962
Do Wah Diddy Diddy,Manfred Mann,1964
Do Ya,Electric Light Orchestra,1976
Do You,Spoon,2002
Do You Believe In Magic?,The Lovin' Spoonful,1965
Do You Know the Way To San Jose,Dionne Warwick,1968
Do You Know What I Mean,Lee Michaels,1971
Do You Love Me?,The Contours,1962
Do You Realize?,The Flaming Lips,2002
Do You Want To,Franz Ferdinand,2005
Doctor My Eyes,Jackson Browne,1972
Doctor Robert,The Beatles,1966
Doctor Wu,Steely Dan,1975
Does Anybody Really Know What Time It Is?,Chicago Transit Authority,1969
Does This Bus Stop At 82nd Street,Bruce Springsteen,1973
Dogs,Pink Floyd,1977
Doin' Time,Sublime,1996
Dolly Dagger,Jimi Hendrix,1971
Domino,Van Morrison,1970
Doing It To Death,James Brown,1985
Don't Be Afraid Of The Dark,Robert Cray,1988
Don't Be Denied,Neil Young,1973
Don't Be Sad,Whiskeytown,2000
Don't Believe The Hype,Public Enemy,1988
Don't Box Me In,Stan Ridgway,1986
Don't Bring Me Down,Electric Light Orchestra,1990
Don't Bring Me Down,The Animals,1966
Don't 'cha Wanna Ride,Joss Stone,2004
Don't Change,INXS,1982
Don't Come Around Here No More,Tom Petty,1985
Don't Come Back,James Hunter,2006
Don't Come Home A-Drinkin' With Lovin' On Your Mind,Loretta Lynn,1967
Don't Cry No Tears,Neil Young,1975
Don't Do It,The Band,1971
Don't Do Me Like That,Tom Petty & The Heartbreakers,1979
Don't Dream It's Over,Crowded House,1987
Don't Drink The Water,Dave Matthews Band,1999
Don't Ease Me In,Grateful Dead,1966
Don't Get Me Wrong,The Pretenders,1986
Don't Give Up,Peter Gabriel,1987
Don't Go,Yaz,1982
Don't Go Back To Rockville,"10,000 Maniacs",1993
Don't Gotta Work It Out,Fitz & The Tantrums,2009
Don't Interrupt The Sorrow,Joni Mitchell,1975
Don't Know What It Means,Tedeschi Trucks Band,2016
Don't Know Why,Norah Jones,208
Don't Let It Bring You Down,Neil Young,1970
Don't Let Me Be Lonely Tonight,James Taylor,1972
Don't Let Me Be Misunderstood,The Animals,1965
Don't Let Me Down,The Beatles,1969
Don't Let's Start,They Might Be Giants,1985
Don't Look Back,Boston,1978
Don't Look Back,Peter Tosh,1978
Don't Look Back In Anger,Oasis,1996
Don't Mess Up A Good Thing,Ry Cooder,1979
Don't Owe You A Thang,Gary Clark Jr.,2010
Don't Run Wild,Del Fuegos,1985
Don't Stand So Close To Me,The Police,1980
Don't Stop,Fleetwood Mac,1977
Don't Stop (Color On The Walls),Foster The People,2011
Don't Stop Believin',Journey,1981
Don't Stop The Dance,Bryan Ferry,1985
Don't Swallow the Cap,The National,2013
Don't Take Me Alive,Steely Dan,1976
Don't Take Your Guns To Town,Johnny Cash,1990
Don't Tell Me,Blancmange,1984
"Don't Think Twice, It's Alright",Bob Dylan,1999
"Don't Think Twice, It's Alright",Susan Tedeschi,2005
Don't Wait Too Long,Madeleine Peyroux,2004
Don't Wanna Cry,Pete Yorn,2009
Don't Wanna Fight,Alabama Shakes,2015
Don't Worry Baby,The Beach Boys,1964
Don't You (Forget About Me),Simple Minds,1985
Don't You Care,The Buckinghams,1967
Don't You Evah,Spoon,2007
Don't You Just Know It,Huey Piano Smith & The Clowns,1959
Don't You Want Me,The Human League,1983
Don't You Worry Bout A Thing,Stevie Wonder,1973
Doo Doo Doo Doo Doo (Heartbreaker),The Rolling Stones,1973
Dos Gardenias,Buena Vista Social Club,1997
Double Shot Of My Baby's Love,Swingin' Medallions,1966
Down By The River,Neil Young,1969
Down By The Seaside,Led Zeppelin,1975
Down By The Water,The Decemberists,2010
Down By The Water,PJ Harvey,1995
Down Down The Deep River,Okkervil River,2013
Down In The Flood,Bob Dylan,1971
Down On Me,Big Brother & The Holding Company,1967
Down On The Corner,Creedence Clearwater Revival,1969
Down On The Street,The Stooges,1970
Down The Road,Little Feat,1974
Down To The Waterline,Dire Straits,1978
Down To You,Joni Mitchell,1974
Down To Zero,Joan Armatrading,1976
Down Where The Drunkards Roll,Richard & Linda Thompson,1974
Downbound Train,Bruce Springsteen,1984
Downtown,Petula Clark,1964
Downtown Train,Tom Waits,1985
Draggin' The Line,Tommy James & The Shondells,1971
Drawn To The Rhythm,Sarah McLachlan,1991
Dreadlock Holiday,10cc,1978
Dream All Day,The Posies,1993
Dream Baby Dream,Suicide,1981
Dream On,Aerosmith,1973
Dream On,Train,2004
Dreamer,Supertramp,1974
Dreamin' Man,Neil Young,1992
Dreaming,Blondie,1979
Dreamland,Madeleine Peyroux,1996
Dreams,The Allman Brothers,1975
Dreams,Beck,1989
Dreams,The Cranberries,1992
Dreams,Fleetwood Mac,1977
Drift Away,Dobie Gray,1973
Drinkin' Wine Spo-Dee-O-Dee,Jerry Lee Lewis,1971
Drive,The Cars,1988
Drive Back,Neil Young,1975
Drive My Car,The Beatles,1965
Drive On,Johnny Cash,1994
Drive South,John Hiatt,1988
Drive-in Saturday,David Bowie,1973
Driven To Tears,The Police,1980
Driver's Seat,Sniff N The Tears,1991
Driving Aloud (Radio Storm),Robyn Hitchcock & The Egyptians,1993
Driving Me Mad,Neil Finn,2001
Driving The View,Son Volt,1998
Driving Wheel,Little Junior Parker,1989
Drop The Pilot,Joan Armatrading,1983
Drops Of Jupiter (Tell Me),Train,2001
Drunk Drivers/Killer Whales,Car Seat Headrest,2016
Drunken Angel,Lucinda Williams,1998
Duncan,Paul Simon,1972
Dust,Parquet Courts,2016
Dust,Van Hunt,2004
Dust Bowl,Joe Bonamassa,2011
Dust My Broom,Elmore James,1983
D'yer Mak'er,Led Zeppelin,1973
Dyslexic Heart,Paul Westerberg,1992
After Midnight,J. J. Cale,1971
After The Gold Rush,k. d. lang,2004
All The Way To Reno,R. E. M.,2001
Another Place To Fall,K. T. Tunstall,2004
Bittersweet Me,R. E. M.,1996
Black Horse & The Cherry Tree,K. T. Tunstall,2004
But It's Alright,J. J. Jackson,1967
Caldonia,B. B. King,1971
Call Me the Breeze,J. J. Cale,1971
Can't Get There From Here,R. E. M.,1985
Catapult,R. E. M.,1983
Constant Craving,k. d. lang,1992
Crazy Mama,J. J. Cale,1971
Daysleeper,R. E. M.,1998
Do It ('til Your Satisfied),B. T. Express,1996
Don't Go Back To Rockville,R. E. M.,1984
Drive,R. E. M.,1992
E Pro,Beck,2005
E=MC?,Big Audio Dynamite,1985
Early In The Morning,Buddy Guy,1991
Early In The Morning,Van Morrison,1996
Easy From Now On,Emmylou Harris,1978
Easy Now,Eric Clapton,1970
Easy Now,Hot Tuna,1973
Easy Plateau,Ryan Adams,2005
Easy Skanking,Bob Marley & The Wailers,1978
"Easy There, Steady Now",Richard Thompson,1994
Easy To Slip,Little Feat,1972
Easy Tonight,Five For Fighting,1999
Echo Beach,Martha & The Muffins,1980
Edge Of Seventeen,Stevie Nicks,1981
Edith And The Kingpin,Joni Mitchell,1975
Eight Days A Week,The Beatles,1964
Eight Miles High,Husker Du,1984
El Condor Pasa (If I Could),Simon & Garfunkel,1970
Elderberry Wine,Elton John,1972
Elderly Woman Behind The Counter In A Small Town,Pearl Jam,1993
Eleanor Rigby,The Beatles,1966
Elected,Alice Cooper,1973
Electric Feel,MGMT,2007
Electrical Storm,U2,2002
Elephant Talk,King Crimson,1981
Elevation,U2,2000
Eleventh Earl Of Mar,Genesis,1976
Eli's Comin',Laura Nyro,1968
Elvis Is Everywhere,Mojo Nixon,1987
Embryonic Journey,Jefferson Airplane,1967
Eminence Front,The Who,1982
Emotional Rescue,The Rolling Stones,1980
Empty Heart,Grace Potter,2015
Empty Pages,Traffic,1970
End of the Line,Traveling Wilburys,1988
Endicott,Kid Creole & The Coconuts,1985
Englishman In New York,Sting,1988
Enjoy The Silence,Depeche Mode,1990
Enjoy Yourself,The Specials,1980
Enola Gay,Orchestral Manoeuvres In The Dark,1980
Entertainment,Phoenix,2013
Escalator Of Life,Robert Hazard,1982
Estimated Prophet,Grateful Dead,1977
Even Better Than The Real Thing,U2,1991
Even The Losers,Tom Petty & The Heartbreakers,1979
Even Tho,Joseph Arthur,2004
Evenflow,Pearl Jam,2003
Ever Fallen In Love?,Nouvelle Vague,2006
Ever Fallen In Love?,The Buzzcocks,2002
Everlasting Light,The Black Keys,2010
Everlasting Love,Robert Knight,1967
Everlong,Foo Fighters,1997
Every Kind Of People,Robert Palmer,1997
Every Little Kiss,Bruce Hornsby & The Range,1986
Every Little Thing,Yes,1969
Every Little Thing About You,Raul Malo,2001
Every Night,Paul McCartney,1970
Every Night Is Friday Night (Without You),Old 97's,2010
Every Picture Tells A Story,Rod Stewart,1971
Every Teardrop Is A Waterfall,Coldplay,2011
Everybody,Ingrid Michaelson,2009
Everybody Here Wants You,Jeff Buckley,1998
Everybody Hurts,R. E. M.,1992
Everybody Is A Star,Sly & The Family Stone,1969
Everybody Knows,Leonard Cohen,1988
Everybody Knows,The Revelations feat. Tre' Williams,2009
Everybody Knows This Is Nowhere,Neil Young,1969
Everybody Loves The Sunshine,Roy Ayers,1993
Everybody Plays The Fool,The Main Ingredient,1972
Everybody Wants To Rule The World,Tears For Fears,1985
Everybody's A Star,The Kinks,1975
Everybody's Changing,Keane,2003
Everybody's Everything,Santana,1971
Everybody's Got Something To Hide Except Me and My Monkey,The Beatles,1968
Everybody's Gotta Learn Sometimes,The Korgis,1989
Everybody's Happy Nowadays,The Buzzcocks,1992
Everybody's Talkin',Fred Neil,1967
Everybody's Talkin',Harry Nilsson,1994
Everybody's Trying To Be My Baby,Carl Perkins,1981
Everyday I Write The Book,Elvis Costello,1983
Everyday Is A Winding Road,Sheryl Crow,1997
Everyday Is Like Sunday,Morrissey,1988
Everyday People,Sly & The Family Stone,1969
Everyone Deserves Music,Michael Franti & Spearhead,2003
Everyone's Gone To The Movies,Steely Dan,1975
Everyone's In Love With You,Steve Earle,2000
Everything,Alanis Morissette,2004
Everything Counts,Depeche Mode,1983
Everything I Do Gon' Be Funky,The Dirty Dozen Brass Band,2002
Everything In It's Right Place,Radiohead,2000
Everything Is Broken,Bob Dylan,1989
Everything Is Everything,Phoenix,2004
Everything Reminds Me Of My Dog,Jane Siberry,1989
Everything Works If You Let It,Cheap Trick,1980
Everywhere That I'm Not,Translator,1982
Evil,Howlin' Wolf,1963
Evil Urges,My Morning Jacket,2008
Evil Ways,Santana,1969
Evil Woman,Electric Light Orchestra,1975
Ev'ry Wind (in The River),Taj Mahal,1991
Excitable Boy,Warren Zevon,1978
Exodus,Bob Marley & The Wailers,1977
Express Yourself,Charles Wright & The Watts 103rd Street Rhythm Band,1970
Expressway To Your Heart,Soul Survivors,1987
Ex's and Oh's,Elle King,2014
Eye Of A Hurricane,Kyle Craft,2016
Eyes,North Mississippi Allstars,2003
Eyes Of The World,Grateful Dead,1973
Fa Fa,Guster,1999
Fa Fa Fa Fa Fa (sad Song),Otis Redding,1966
Face The Face,Pete Townshend,1985
Fadeaway,Bodeans,1986
Fade Into You,Mazzy Star,1993
Fade Like A Shadow,K. T. Tunstall,2010
Fake Empire,The National,2007
Fake Plastic Trees,Radiohead,1995
Fall At Your Feet,Crowded House,1988
Fall in Love,Phantogram,2014
Fall In Philadelphia,Hall & Oates,1972
Fall On Me,R. E. M.,1986
Fallin' Rain,Karl Blau,2016
Falling Slowly,Glen Hansard & Marketa Irglova,2006
Fame,David Bowie,1975
Family Affair,Sly & The Family Stone,1988
Far Away Eyes,The Rolling Stones,1978
Farther On Down The Road,Taj Mahal,1969
Fascination,David Bowie,1975
Fashion,David Bowie,1980
Fast As You Can,Fiona Apple,1999
Fast Buck Freddie,Jefferson Starship,1975
Fast Car,Tracy Chapman,1988
Fat Man In The Bathtub,Little Feat,1973
Fate's Right Hand,Rodney Crowell,2003
Father And Daughter,Paul Simon,2002
Favourite Shirts (Boy Meets Girl),Haircut One Hundred,1981
Feats Don't Fail Me Now,Little Feat,1978
Feed The Tree,Belly,1992
Feel A Whole Lot Better,The Byrds,1965
Feel Good Inc.,Gorillaz,2005
Feel So Bad,Otis Rush,1986
Feelin' Alright,Joe Cocker,1970
Feelin' Alright?,Traffic,1968
Feeling Fascination,The Human League,1983
Feeling Gravity's Pull,R. E. M.,1985
Feels Like Rain,Buddy Guy,1993
Feels Like We Only Go Backwards,Tame Impala,2012
Fell In Love With A Boy,Joss Stone,2003
Fell In Love With A Girl,The White Stripes,2001
Ferry 'Cross The Mersey,Gerry & The Pacemakers,1964
Fever,Little Willie John,1956
Fever,Neville Brothers,1988
Fever,Peggy Lee,1958
Fever,The Black Keys,2013
Fields Of Gold,Sting,1993
Fight For Your Right,Beastie Boys,1986
Fight The Power,Public Enemy,1989
Finest Worksong,R. E. M.,1987
Fire,Barns Courtney,2015
Fire,The Crazy World Of Arthur Brown,1968
Fire,Jimi Hendrix,1986
Fire,Ohio Players,1976
Fire It Up,Modest Mouse,2007
Fire On High,Electric Light Orchestra,1975
Fire On The Bayou,Neville Brothers,1988
Fire On The Mountain,Grateful Dead,1977
First Day Of My Life,Bright Eyes,2005
First Glimmer,Paul Westerberg,1993
First Train Home,Imogen Heap,2009
Fish And Whistle,John Prine,1978
Fitz And The Dizzyspells,Andrew Bird,2009
Five Long Years,B. B. King,1964
Five O'Clock World,The Vogues,1966
Five To One,The Doors,1968
Five Years,David Bowie,1972
Fix You,Coldplay,2005
Flake,Jack Johnson,2000
Flashlight,Parliament,1977
Flipside,Norah Jones,2016
Float On,Modest Mouse,2004
Fly Away,Lenny Kravitz,1998
Fly Robin Fly,Silver Convention,1975
Flying,The Beatles,1967
Flying On the Ground Is Wrong,Buffalo Springfield,1966
Fm,Steely Dan,1978
Follow You Follow Me,Genesis,1982
Folsom Prison Blues,Johnny Cash,1964
Fool For Love,Lord Huron,2015
Fool To Cry,The Rolling Stones,1976
Fooled Again (I Don't Like It),Tom Petty & The Heartbreakers,1976
Fool's Gold,The Stone Roses,1989
Footstompin' Music,Grand Funk Railroad,1971
For A Dancer,Jackson Browne,1974
For Everyman,Jackson Browne,1973
Forget Me Nots,Patrice Rushen,1991
For Nancy,Pete Yorn,2001
For Once In My Life,Stevie Wonder,1968
For The Love Of Money,The O'Jays,1984
For The Turnstiles,Neil Young,1974
For What It's Worth,Buffalo Springfield,1967
For You,Bruce Springsteen,1973
For You Blue,The Beatles,1970
For Your Life,Led Zeppelin,1976
For Your Love,The Yardbirds,1983
Forbidden City,Joe Strummer & The Mescaleros,1999
Forever,Haim,2002
Forever My Friend,Ray Lamontagne,2004
Forever Young,Bob Dylan,1974
Forget About It,Alison Krauss,1999
Forget You,Cee Lo Green,2010
Fortunate Son,Creedence Clearwater Revival,1969
Fortune Teller,Robert Plant & Alison Krauss,2007
Found Out About You,Gin Blossoms,1989
Fountain Of Sorrow,Jackson Browne,1974
Four Sticks,Led Zeppelin,1971
Four Winds,Bright Eyes,2007
Foxey Lady,Jimi Hendrix,1986
Fragments of Time,Daft Punk,2013
Frame By Frame,King Crimson,1981
Frank Sinatra,Cake,1996
Frankenstein,Edgar Winter Group,1973
Frankie's Gun,The Felice Brothers,2007
Freddie's Dead,Curtis Mayfield,1972
Free,Donavon Frankenreiter,2004
Free,Phish,1995
Free Girl Now,Tom Petty,1999
Free Like We Want 2 B,Ziggy Marley,1995
Free Man In Paris,Joni Mitchell,1974
Free Nelson Mandela,Special AKA,1988
Free Range,The Fall,1992
Freedom,Richie Havens,1970
Freedom Of Choice,Devo,1980
Freedom Of '76,Ween,1994
Freedom Overspill,Steve Winwood,1986
Freeker By The Speaker,Keller Williams,2002
Freeway Jam,Jeff Beck,1975
Fresh Air,Quicksilver Messenger Service,1970
Fresh Garbage,Spirit,1968
Friday I'm In Love,The Cure,1992
Friday Night,The Darkness,2003
Friday On My Mind,The Easybeats,1966
Friend Of The Devil,Grateful Dead,1970
Friends,Led Zeppelin,1970
From A Buick 6,Bob Dylan,1965
From A Whisper To A Scream,Elvis Costello,1981
From A Whisper To A Scream,Allen Toussaint,1970
From A Window Seat,Dawes,2013
From Eden,Hozier,2014
From Hank To Hendrix,Neil Young,1992
From Small Things,Bruce Springsteen,2003
From The Beginning,Emerson Lake & Palmer,1972
Frosty,Albert Collins,1964
Fuel,Ani DiFranco,1998
Funeral For A Friend/Love Lies Bleeding,Elton John,1989
Funk #49,James Gang,1970
Funky Broadway,Wilson Pickett,1967
Funky Ceili (Bridie's Song),Black 47,1991
Funky Drummer,James Brown,1970
Funky Kingston,Toots & The Maytals,1973
Funky Nassau,The Beginning Of The End,1971
Funky President,James Brown,1974
Funky Pretty,The Beach Boys,1973
Funky Stuff,Kool & The Gang,1973
Funny The Way It Is,Dave Matthews Band,2009
Galileo,Indigo Girls,1992
Games People Play,Bob Andy,1995
Games People Play,The Spinners,1975
Games Without Frontiers,Peter Gabriel,1980
Gardenia,Iggy Pop,2016
Gasoline Alley,Rod Stewart,1970
Generals & Majors,XTC,1980
Genius Of Love,Tom Tom Club,1981
Gentleman,The Afghan Whigs,2007
Georgia On My Mind,Willie Nelson,1978
Gepetto,Belly,1992
Getaway,Earth Wind & Fire,1991
Get Back,The Beatles,1969
Get Back Temptation,Ollabelle,2004
Get Innocuous,LCD Soundsystem,2007
Get It While You Can,Howard Tate,1967
Get It While You Can,Janis Joplin,1971
Get Lucky,Daft Punk,2013
"Get Me Away From Here, I'm Dying",Belle & Sebastian,1996
Get Miles,Gomez,1998
Get Myself Arrested,Gomez,1998
Get Off Of My Cloud,The Rolling Stones,1965
Get Off This,Cracker,1993
Get On The Good Foot,James Brown,1980
Get On Up,The Esquires,1967
Get Out Of This House,Shawn Colvin,1996
Get Out The Map,Indigo Girls,1997
Get Rhythm,Johnny Cash,1982
Get Rhythm,NRBQ,1983
Get The Funk Out Ma Face,Brothers Johnson,1976
Get Together,The Youngbloods,1971
Get Up Offa That Thing,James Brown,1976
"Get Up, Stand Up",Bob Marley & The Wailers,1973
Gettin' In Tune,The Who,1971
Getting Better,The Beatles,1967
Getting Ready To Get Down,Josh Ritter,2015
Ghost Town,The Specials,1981
Giant Steps,John Coltrane,1959
Gideon,My Morning Jacket,2005
Gimme Little Sign,Brenton Wood,1967
Gimme Shelter,The Rolling Stones,1969
Gimme Some Lovin',The Spencer Davis Group,1980
Gimme Sympathy,Metric,2009
Gin & Juice,Snoop Dogg,1993
Girl,Beck,1969
Girl,The Beatles,1964
Girl From The North Country,Bob Dylan,1963
Girl Is On My Mind,The Black Keys,2004
Girl Of My Dreams,Bram Tchaikovsky,1979
Girl U Want,Devo,1980
"Girl, You'll Be A Woman Soon",Neil Diamond,1967
"Girl, You'll Be A Woman Soon",Urge Overkill,1992
Girlfriend,Matthew Sweet,1991
Girlfriend Is Better,Talking Heads,1983
Girls And Boys,Blur,1994
Girls Chase Boys,Ingrid Michaelson,2014
Girls In Their Summer Clothes,Bruce Springsteen,2007
Girls Just Want To Have Fun,Cyndi Lauper,1984
Girls On Film,Duran Duran,1992
Give A Little Bit,Supertramp,1977
Give Back The Key To My Heart,Uncle Tupelo,1993
